analytic,cloth_n,sphere_n,frame_index,broad_detect_ms,narrow_phase_ms,physics_total_ms,broad_collisions,narrow_collisions
On,100,50,14,0.029665,41.581,232.309,0,284282
On,100,50,15,0.018997,46.6446,224.288,0,373081
On,100,50,16,0.048666,59.531,260.426,0,471161
On,100,50,17,0.053547,59.3064,267.281,0,532441
On,100,50,18,0.042667,57.7363,261.893,0,549718
On,100,50,19,0.033418,51.6412,253.506,0,538347
On,100,50,20,0.044958,47.8101,233.024,0,507613
On,100,50,21,0.034955,55.6448,267.853,0,472131
On,100,50,22,0.060163,58.3131,270.953,0,446102
On,100,50,23,0.033124,53.5832,252.568,0,426030
On,100,50,24,0.045792,57.2303,259.465,0,414332
On,100,50,25,0.028165,53.5082,250.634,0,413835
On,100,50,26,0.034292,54.7011,252.674,0,422734
On,100,50,27,0.023041,40.2001,221.319,0,435062
On,100,50,28,0.062584,59.9503,276.565,0,452136
On,100,50,29,0.046545,59.7003,280.86,0,468839
On,100,100,0,0.024163,0.015081,227.306,0,0
On,100,100,1,0.025294,0.017,204.054,0,0
On,100,100,2,0.016791,0.008253,199.367,0,0
On,100,100,3,0.003379,0.001125,98.0277,0,0
On,100,100,4,0.002542,0.001751,88.0273,0,0
On,100,100,5,0.002833,0.001623,91.0803,0,0
On,100,100,6,0.002422,0.001666,91.647,0,0
On,100,100,7,0.002998,0.00179,113.23,0,0
On,100,100,8,0.00237,0.001378,93.826,0,0
On,100,100,9,0.001834,0.00121,91.8199,0,0
On,100,100,10,0.002212,0.001412,90.9565,0,0
On,100,100,11,0.002752,18.3493,107.325,0,69731
On,100,100,12,0.002458,20.3532,111.437,0,138198
On,100,100,13,0.002455,21.0949,113.401,0,208152
On,100,100,14,0.002502,24.0824,113.191,0,284282
On,100,100,15,0.002251,21.6718,112.013,0,373081
On,100,100,16,0.00475,22.7451,116.131,0,471161
On,100,100,17,0.002453,22.266,114.234,0,532441
On,100,100,18,0.002958,22.3985,115.127,0,549718
On,100,100,19,0.002456,22.5081,115.811,0,538347
On,100,100,20,0.001912,22.0093,113.61,0,507613
On,100,100,21,0.002367,22.1311,114.871,0,472131
On,100,100,22,0.002249,24.2949,115.355,0,446102
On,100,100,23,0.001836,22.0969,111.93,0,426030
On,100,100,24,0.00271,22.3309,115.874,0,414332
On,100,100,25,0.002662,24.115,113.892,0,413835
On,100,100,26,0.002709,22.6132,114.256,0,422734
On,100,100,27,0.003129,22.1365,113.123,0,435062
On,100,100,28,0.002541,22.253,112.483,0,452136
On,100,100,29,0.002291,22.1882,115.74,0,468839
