analytic,cloth_n,sphere_n,frame_index,broad_detect_ms,narrow_phase_ms,physics_total_ms,broad_collisions,narrow_collisions
On,100,50,11,84.0571,48.8197,242.051,1247737,133492
On,100,50,12,97.1501,48.8984,278.711,2220749,268138
On,100,50,13,103.121,55.6138,292.089,3031826,410352
On,100,50,14,92.0759,53.9328,267.446,3818918,562682
On,100,50,15,62.4025,50.2129,212.362,4645774,737817
On,100,50,16,108.774,62.5731,288.963,5420883,931183
On,100,50,17,120.561,66.9277,325.342,5790911,1051047
On,100,50,18,127.378,70.7267,329.855,5901251,1090343
On,100,50,19,97.183,65.7143,293.215,5856168,1086202
On,100,50,20,104.001,80.1175,338.793,5660664,1044228
On,100,50,21,93.5773,62.7941,282.777,5417805,1002710
On,100,50,22,94.5467,62.6628,282.158,5213413,968143
On,100,50,23,93.5765,63.0869,284.471,5056817,944293
On,100,50,24,95.6134,69.4297,303.541,4989143,939063
On,100,50,25,88.2349,53.4133,252.187,5087432,950953
On,100,50,26,97.7901,70.2228,305.219,5321109,973339
On,100,50,27,103.503,83.7208,337.619,5586161,1003606
On,100,50,28,98.1907,65.4908,292.579,5809406,1032766
On,100,50,29,98.7492,63.0044,292.272,5973592,1060905
On,100,100,0,0.007794,39.0443,187.947,0,0
On,100,100,1,0.007751,37.6652,176.969,0,0
On,100,100,2,0.007255,35.0548,165.166,0,0
On,100,100,3,0.007876,36.7838,166.898,0,0
On,100,100,4,0.004626,34.0715,167.08,0,0
On,100,100,5,0.013206,39.0153,180.114,0,0
On,100,100,6,0.009167,38.252,167.6,0,0
On,100,100,7,0.007501,25.5413,150.219,0,0
On,100,100,8,0.006958,25.88,150.389,0,0
On,100,100,9,0.003962,23.0176,149.287,0,0
On,100,100,10,0.008625,31.8944,160.42,0,15827
On,100,100,11,138.069,59.585,347.473,3766177,129108
On,100,100,12,160.668,66.6952,380.031,6484908,264251
On,100,100,13,175.075,72.3315,407.173,8703356,408004
On,100,100,14,181.148,77.2768,411.674,10795616,561902
On,100,100,15,181.755,69.8605,396.962,12939486,737707
On,100,100,16,187.248,88.6093,453.89,14940091,931333
On,100,100,17,189.94,87.153,444.45,15839959,1054983
On,100,100,18,189.689,89.1547,449.997,16225401,1113386
On,100,100,19,156.037,82.3288,393.609,16202764,1122257
On,100,100,20,152.795,79.9999,393.798,15805721,1088912
On,100,100,21,155.356,109.968,456.971,15272908,1051045
On,100,100,22,150,80.6506,397.664,14673676,1020137
On,100,100,23,148.347,81.7428,386.394,14189363,994312
On,100,100,24,150.036,80.5845,385.014,14059885,991330
On,100,100,25,149.86,88.5475,417.883,14366425,999051
On,100,100,26,149.708,88.021,379.47,14870624,1017108
On,100,100,27,153.648,79.3644,377.24,15615746,1043930
On,100,100,28,155.191,84.9166,402.652,16357509,1073394
On,100,100,29,162.256,84.6744,418.457,16921094,1102097
