frame_sequence,wall_time_seconds,frame_ms,fps,broad_collisions,narrow_collisions,physics_total,bvh_build,broad_refit,broad_enlarge_trajectory,broad_detect,narrow_phase,system_update,metal_commit,mesh_upload,render_total,scene_draw,debug_draw,imgui_draw
0,0.320048,88.0765,11.3538,0,0,75.6236,2.51454,38.4433,33.796,0.00683,0.001879,0.367165,0.1915,0.145667,9.28158,8.56767,0.694042,0.742875
1,0.472589,84.7721,11.7963,0,0,79.3729,0,38.8202,39.6741,0.006876,0.002786,0.317581,0.232708,0.261458,4.63254,4.60396,0.003167,0.080458
2,0.561868,89.1216,11.2206,0,0,83.7659,0,39.6302,43.2923,0.002871,0.002043,0.274748,0.232417,0.044292,4.83708,4.80896,0.003625,0.050583
3,0.659305,87.9592,11.3689,0,0,82.4068,0,44.1344,37.2837,0.008706,0.004964,0.377128,0.228625,0.067458,4.94575,4.90158,0.0065,0.075583
4,0.756232,91.8258,10.8902,0,0,86.5428,0,41.8565,43.8245,0.005745,0.003086,0.289127,0.244,0.038625,4.77979,4.75687,0.0045,0.091875
5,0.854504,87.792,11.3906,0,0,83.0392,0,40.8666,41.3378,0.005922,0.003373,0.281705,0.240958,0.036917,4.31329,4.29312,0.003833,0.051917
6,0.945908,85.5688,11.6865,0,0,80.4203,0,39.8656,39.7825,0.002754,0.001835,0.206955,0.245125,0.036208,4.61221,4.58358,0.003917,0.053625
7,1.03544,152.572,6.55428,37851,413,148.625,0,43.2834,39.1265,33.7943,31.548,0.246918,0.273667,0.038667,3.48037,3.05579,0.400958,0.039917
8,1.19474,107.788,9.27744,55219,450,104.379,0,26.7657,27.3932,25.5994,23.954,0.195705,0.180291,0.033583,2.96654,2.93158,0.016,0.037208
9,1.30466,103.61,9.65154,60437,615,100.312,0,28.6836,27.157,21.2723,22.5482,0.18642,0.195667,0.033917,2.91479,2.89125,0.00925,0.033958
10,1.4101,105.173,9.50818,62543,772,101.89,0.939666,29.246,27.0071,21.3374,22.7246,0.168457,0.197083,0.029666,2.92192,2.897,0.009042,0.031166
11,1.51724,106.302,9.40719,63939,829,102.927,0,29.4166,27.1357,21.473,24.262,0.173128,0.196625,0.029208,3.00446,2.98154,0.008584,0.034458
12,1.62533,104.391,9.57937,64475,755,101.032,0,25.7582,27.2085,24.0026,23.4098,0.186915,0.197042,0.028083,2.99425,2.96733,0.012292,0.03325
13,1.73068,103.936,9.62129,67076,904,100.371,0,26.5353,27.1879,22.6554,23.3288,0.169922,0.196584,0.029792,3.12696,3.09392,0.0165,0.042833
14,1.83781,160.704,6.2226,69862,993,155.659,0,41.4377,35.7307,37.4903,39.9477,0.298758,0.28325,0.050625,4.44658,4.39313,0.028625,0.053833
15,2.00077,201.571,4.96104,78282,761,198.12,0,54.8002,46.4501,46.1758,49.826,0.318128,0.190084,0.031167,3.03254,2.99962,0.014375,0.03725
16,2.20695,102.941,9.71429,86319,992,99.6363,0,26.327,27.3231,22.3468,22.9856,0.170789,0.18875,0.026375,2.88392,2.85633,0.012917,0.032875
17,2.31167,105.116,9.51331,85829,1117,101.737,0,26.108,29.3959,22.2676,23.3368,0.17062,0.190458,0.029208,3.02562,2.99812,0.01325,0.032458
18,2.41926,104.469,9.57226,102134,1263,101.208,0,26.3119,26.8493,22.7792,24.6075,0.194537,0.196792,0.028125,2.90142,2.87613,0.008875,0.0335
19,2.52565,111.684,8.9538,257887,2472,108.086,0,26.2983,28.752,26.9386,25.4814,0.165169,0.182958,0.028166,3.23142,3.204,0.014834,0.039542
20,2.6399,118.682,8.42588,449673,4458,115.302,1.25463,28.7945,27.1609,33.0465,24.4028,0.168293,0.197042,0.02625,3.02283,2.99154,0.017833,0.046458
21,2.7604,138.845,7.20227,831354,7306,134.724,0,27.26,28.1124,47.7088,30.8024,0.222796,0.210292,0.040958,3.57271,3.53887,0.010459,0.037083
22,2.90209,167.347,5.97561,1144914,9853,163.991,0,30.0455,32.5944,67.1501,33.4353,0.20612,0.271667,0.031125,2.97613,2.94967,0.010042,0.034292
23,3.07237,127.04,7.87157,1182444,11687,123.673,0,26.4748,27.3999,42.1643,26.9852,0.170584,0.198792,0.028,3.01029,2.984,0.011708,0.035791
24,3.20138,130.315,7.67369,1273345,13635,127.106,0,28.6842,27.4935,43.2677,27.0262,0.162209,0.195334,0.028333,2.84546,2.81858,0.011417,0.03375
25,3.33355,132.666,7.53775,1871881,19474,129.404,0,28.5909,27.1532,45.5484,27.4728,0.165835,0.200417,0.024541,2.91763,2.89479,0.012208,0.038625
26,3.47444,180.231,5.54843,2043412,20546,176.612,0,35.3083,32.362,69.0517,39.0323,0.25492,0.259708,0.038833,3.12975,3.09396,0.01725,0.036167
27,3.65664,132.13,7.5683,1591762,16009,128.752,0,26.0773,26.9125,47.5717,27.4556,0.250378,0.196833,0.030583,2.97863,2.94429,0.016625,0.036083
28,3.79077,180.213,5.54898,1290698,12670,172.556,0,33.1148,33.8127,68.1145,36.1861,0.363664,0.276083,0.066792,6.67621,6.48062,0.150375,0.118
29,3.9754,337.532,2.96268,955966,9122,331.15,0,63.1405,68.4828,127.484,69.4543,0.980422,0.542458,0.140042,4.97513,4.85054,0.0575,0.129167
