frame_sequence,wall_time_seconds,frame_ms,fps,broad_collisions,narrow_collisions,physics_total,bvh_build,broad_refit,broad_enlarge_trajectory,broad_detect,narrow_phase,system_update,metal_commit,mesh_upload,render_total,scene_draw,debug_draw,imgui_draw
0,0.315846,91.0852,10.9787,0,0,79.0733,2.58312,37.8775,37.6964,0.008168,0.002998,0.392209,0.18575,0.168959,8.91821,8.21625,0.675917,0.62625
1,0.47449,87.4741,11.432,0,0,82.057,0,43.1565,38.0785,0.005043,0.002585,0.269456,0.236541,0.251084,4.67579,4.64621,0.003375,0.079542
2,0.566052,84.7354,11.8014,0,0,80.0805,0,40.0059,39.3087,0.002082,0.001418,0.215751,0.214458,0.045833,4.13579,4.10746,0.002667,0.050834
3,0.660942,81.5378,12.2643,0,0,76.0794,0,37.2672,37.9109,0.006332,0.00338,0.305623,0.236167,0.04575,4.90296,4.85767,0.01675,0.083583
4,0.74671,83.2758,12.0083,0,0,78.1625,0,37.006,40.3397,0.003916,0.002124,0.252912,0.2495,0.041042,4.601,4.57163,0.004416,0.077625
5,0.834012,86.6773,11.5371,0,0,81.6425,0,42.3214,38.5314,0.001873,0.001251,0.216579,0.2505,0.031625,4.57758,4.55367,0.004125,0.052209
6,0.927481,87.5442,11.4228,0,0,82.296,0,42.8185,38.6236,0.005501,0.003128,0.274207,0.2355,0.044667,4.71183,4.68392,0.003167,0.046916
7,1.01904,160.507,6.23027,37858,417,154.76,0,42.6821,40.1678,39.2192,31.8076,0.242329,0.252417,0.041666,5.20062,4.67229,0.501709,0.057041
8,1.18316,182.14,5.49027,55222,429,176.704,0,39.4893,37.3625,51.4839,47.4159,0.284164,0.244583,0.038583,4.88408,4.83367,0.02575,0.063958
9,1.37709,188.045,5.31788,59000,579,183.469,0,39.6947,39.7463,57.5162,45.3835,0.406124,0.265625,0.045667,3.98283,3.93521,0.022666,0.051
10,1.56766,129.646,7.71333,60748,736,125.086,1.25708,31.5637,31.7545,28.7633,30.8277,0.230961,0.224292,0.04775,3.92663,3.87958,0.018292,0.056333
11,1.7004,195.798,5.1073,63116,769,190.936,0,43.6674,42.747,49.939,53.4568,0.366209,0.31775,0.049416,4.30233,4.25575,0.020917,0.047583
12,1.89844,116.836,8.55901,63827,734,113.516,0,31.1647,31.5905,23.4708,26.6253,0.205585,0.182791,0.031958,2.92346,2.89183,0.013708,0.037209
13,2.01721,106.144,9.42116,67221,879,102.782,0,27.4432,27.2476,22.3036,25.137,0.168211,0.206958,0.0265,3.00225,2.96854,0.017917,0.038292
14,2.12729,106.235,9.4131,71292,950,102.72,0,29.2767,27.3635,22.5455,22.8864,0.175205,0.195666,0.030791,3.08875,3.05279,0.020167,0.040375
15,2.2355,146.298,6.83536,77674,800,139.113,0,33.3238,33.5444,35.9342,34.2482,0.400542,0.46925,0.124667,5.50971,5.37033,0.0675,0.159708
16,2.38689,261.654,3.82185,82163,819,255.323,0,61.7201,59.7775,64.3558,67.0185,1.09513,0.243083,0.080917,4.94458,4.81654,0.078166,0.154334
17,2.65305,262.669,3.80707,86280,1016,255.853,0,58.4623,63.475,66.9769,64.3223,1.00521,0.539625,0.134041,5.58638,5.49117,0.051125,0.122458
18,2.91896,286.129,3.49492,94467,1052,279.103,0,73.6623,67.3703,64.788,70.2772,1.29525,0.505,0.12975,5.35562,5.24317,0.048666,0.11775
19,3.20838,254.566,3.92825,234559,2437,249.714,0,56.1409,52.1943,78.0207,61.9308,0.510421,0.288708,0.048291,3.96979,3.89258,0.023708,0.066375
20,3.46462,321.29,3.11246,441895,4423,315.077,2.0755,65.528,67.9128,102.453,74.0503,1.20596,0.714291,0.133,4.77883,4.6925,0.035208,0.104875
21,3.79705,367.914,2.71803,904725,7889,361.79,0,69.7922,60.828,156.339,72.1289,1.19737,0.3745,0.089334,4.81288,4.71667,0.050583,0.114792
22,4.16954,391.85,2.55199,1406579,12038,384.612,0,63.2688,59.8624,181.781,77.1896,0.895585,0.608833,0.159125,5.74362,5.6405,0.033625,0.0895
23,4.56923,366.65,2.72739,1652320,15313,356.618,0,68.018,64.5865,137.351,83.8459,1.18567,0.562167,0.130167,8.77479,8.66433,0.061042,0.112459
24,4.94755,346.474,2.88622,1803053,17859,340.231,0,65.6572,64.3202,134.368,73.943,0.81463,0.391291,0.057959,5.2695,5.19675,0.026,0.086708
25,5.29859,354.613,2.81998,1987577,19954,348.994,0,68.9969,65.2469,138.306,74.5332,0.929042,0.334541,0.047291,5.04362,4.99529,0.021375,0.05475
26,5.65731,275.109,3.63493,2119678,20910,267.796,0,45.2404,43.5879,121.337,55.1892,0.953206,0.503916,0.146416,5.976,5.86946,0.052125,0.106416
27,5.93514,415.057,2.40931,2110660,20600,408.31,0,74.2039,73.6722,176.225,81.2549,1.38804,0.57775,0.084625,5.36988,5.22617,0.093167,0.131208
28,6.35531,417.781,2.3936,1769793,17112,410.837,0,69.4737,68.2964,188.662,81.5075,1.12475,0.575708,0.129333,5.43879,5.28362,0.091833,0.151958
29,6.77603,390.381,2.5616,1287491,12263,383.018,0,75.4677,71.3726,140.305,92.7783,1.24241,0.622375,0.139167,5.82233,5.67975,0.089583,0.146875
