frame_sequence,wall_time_seconds,frame_ms,fps,broad_collisions,narrow_collisions,physics_total,bvh_build,broad_refit,broad_enlarge_trajectory,broad_detect,narrow_phase,system_update,metal_commit,mesh_upload,render_total,scene_draw,debug_draw,imgui_draw
0,0.320428,96.0502,10.4112,0,0,83.7506,2.45512,39.6386,40.7872,0.006786,0.002049,0.343959,0.188833,0.144209,9.14075,8.508,0.61175,0.711208
1,0.426585,63.5049,15.7468,0,0,59.5586,0,29.9668,28.8236,0.003874,0.001623,0.29184,0.192875,0.2405,3.27167,3.25067,0.002584,0.067208
2,0.492346,61.8553,16.1668,0,0,58.6037,0,29.5016,28.3926,0.002076,0.001003,0.240207,0.191375,0.02175,2.916,2.90554,0.001208,0.027291
3,0.557404,60.7705,16.4553,0,0,57.3308,0,28.1964,28.414,0.002375,0.001581,0.254457,0.1905,0.032875,3.0565,3.03496,0.004375,0.043959
4,0.620176,63.1857,15.8264,0,0,59.6805,0,29.9789,29.0209,0.002959,0.001251,0.204788,0.191875,0.034667,3.09354,3.07904,0.002042,0.046541
5,0.685269,61.1629,16.3498,0,0,57.5481,0,26.5768,30.2475,0.002331,0.001171,0.259459,0.187334,0.022958,3.26708,3.25296,0.001708,0.035375
6,0.748038,60.673,16.4818,0,0,56.9085,0,28.6389,27.5368,0.002373,0.001167,0.239917,0.19225,0.031,3.31183,3.28825,0.003875,0.050625
7,0.812601,111.511,8.96773,37858,417,107.521,0,28.9231,34.1262,20.3191,23.3918,0.22642,0.208417,0.032709,3.53454,3.15121,0.363958,0.051917
8,0.925921,115.169,8.68286,55462,445,111.956,0,30.43,31.4385,23.2665,26.1673,0.183041,0.193833,0.03025,2.83604,2.80621,0.014709,0.035416
9,1.04538,109.348,9.1451,62147,663,105.702,0,29.0299,29.9945,22.3167,23.7032,0.201253,0.182709,0.030083,3.27129,3.24688,0.00975,0.035792
10,1.1565,110.544,9.04618,66418,830,106.898,0.963917,29.1937,29.511,22.2153,24.3757,0.163751,0.201833,0.026958,3.25221,3.21683,0.021917,0.038875
11,1.26883,108.165,9.24511,67804,773,104.662,0,29.0162,28.1047,21.7272,25.166,0.174418,0.195958,0.032042,3.12033,3.08667,0.0135,0.036125
12,1.38038,108.291,9.23441,69951,716,104.579,0,28.3793,29.606,22.0767,23.8614,0.186334,0.195208,0.030625,3.31667,3.28296,0.016959,0.039875
13,1.48959,111.326,8.98261,72469,753,107.448,0,31.553,27.3416,23.2159,24.6649,0.172414,0.195875,0.0275,3.40258,3.3625,0.024958,0.049916
14,1.60284,107.908,9.26712,78946,908,104.244,0,28.6795,26.1616,22.9842,25.7732,0.188123,0.182375,0.033166,3.27462,3.24604,0.0145,0.043042
15,1.71573,107.382,9.31259,84532,1015,103.872,0,26.9056,28.6177,21.803,25.8904,0.177713,0.183208,0.031042,3.02121,2.98858,0.014416,0.036666
16,1.82403,142.481,7.01849,92897,884,138.631,0,31.2195,39.2396,30.8915,34.9225,0.245868,1.75183,0.035166,3.3945,3.35946,0.016708,0.040208
17,1.9674,110.538,9.04667,96404,760,106.991,0,28.9661,30.0563,22.1982,25.0631,0.214795,0.192375,0.035416,3.099,3.06704,0.013709,0.038959
18,2.0808,107.701,9.28497,114718,1098,104.48,0,26.7851,30.4634,22.4641,24.1078,0.190579,0.197334,0.030292,2.83042,2.80183,0.01275,0.035708
19,2.19023,116.763,8.56432,309319,2706,113.427,0,27.3055,30.5631,29.5873,25.3497,0.168879,0.182416,0.027833,2.97304,2.94775,0.01025,0.0375
20,2.30792,130.899,7.63945,502367,4762,127.606,1.11883,27.7793,28.6823,42.3096,27.0742,0.164456,0.1925,0.028708,2.88096,2.85642,0.010125,0.031667
21,2.44071,136.389,7.33198,921906,7896,132.904,0,28.6917,28.8861,46.4919,28.1478,0.206332,0.198875,0.027542,3.11242,3.08617,0.011375,0.037167
22,2.58071,140.725,7.10606,1489995,12420,137.458,0,29.7621,28.0633,49.2982,29.6755,0.176373,0.200542,0.033167,2.87942,2.85338,0.009958,0.032667
23,2.72323,140.471,7.11889,1716922,15762,135.117,0,29.7452,29.7471,44.9235,29.9136,0.189457,0.272209,0.029125,4.93333,4.90058,0.015958,0.046459
24,2.86569,155.031,6.45032,1887036,18585,151.694,0,30.163,31.9588,52.1237,36.7707,0.190581,0.200583,0.026125,2.96404,2.93779,0.013209,0.041458
25,3.02276,136.888,7.30524,2150592,21623,133.64,0,29.2469,29.1916,43.877,30.66,0.176542,0.203875,0.028375,2.87104,2.84375,0.012292,0.035833
26,3.16283,136.086,7.34827,2300819,22227,132.819,0,28.1302,31.6826,42.4693,29.8817,0.166831,0.20625,0.031208,2.88796,2.85562,0.016125,0.036375
27,3.30082,145.691,6.86384,2009843,19062,141.743,0,30.9013,31.0233,48.7737,30.2631,0.214289,0.207042,0.047416,3.48712,3.44892,0.016625,0.046375
28,3.44843,137.507,7.27233,1811709,17081,134.16,0,27.8402,29.5552,43.786,32.3113,0.181502,0.208125,0.029458,2.967,2.93379,0.016667,0.036209
29,3.58777,133.201,7.50747,1404270,13237,129.887,0,27.3255,29.2458,42.3639,30.3008,0.170665,0.196,0.025875,2.95292,2.92263,0.017125,0.036417
