frame_sequence,wall_time_seconds,frame_ms,fps,broad_collisions,narrow_collisions,physics_total,bvh_build,broad_refit,broad_enlarge_trajectory,broad_detect,narrow_phase,system_update,metal_commit,mesh_upload,render_total,scene_draw,debug_draw,imgui_draw
0,0.303873,66.9583,14.9347,0,0,55.3631,1.99521,33.818,18.7023,0.005793,0.001333,0.347333,0.181042,0.118125,8.62629,7.99417,0.612833,0.648625
1,0.380222,45.3385,22.0563,0,0,41.6464,0,25.5577,15.3766,0.002084,0.000999,0.264832,0.181292,0.171125,3.13354,3.11463,0.002291,0.06475
2,0.429055,44.6733,22.3847,0,0,41.5678,0,25.3485,15.5189,0.002,0.00117,0.248877,0.179542,0.033208,2.71117,2.68763,0.002708,0.041292
3,0.475761,47.2155,21.1795,0,0,44.0045,0,26.7566,16.5562,0.002045,0.001292,0.220665,0.1915,0.027542,2.83458,2.81825,0.002166,0.037542
4,0.5254,49.8463,20.0617,0,0,46.4873,0,28.1696,17.6315,0.001956,0.001249,0.226916,0.183666,0.0225,2.985,2.97242,0.001125,0.042958
5,0.576955,45.7941,21.8369,0,0,42.638,0,25.88,16.0613,0.002255,0.001335,0.240875,0.18275,0.021416,2.80563,2.79408,0.0015,0.02775
6,0.62424,44.6,22.4215,0,0,41.5673,0,25.4591,15.4152,0.002334,0.001041,0.237378,0.182709,0.020333,2.68046,2.66863,0.001166,0.028
7,0.670171,76.915,13.0014,37858,417,73.4831,0,25.7725,15.5612,15.0552,16.4529,0.192998,0.180208,0.024708,3.08058,2.79013,0.278042,0.032
8,0.748505,86.3597,11.5795,55222,429,83.3091,0,25.4797,15.4247,20.4288,21.3671,0.16462,0.18075,0.019917,2.74121,2.72125,0.01175,0.02575
9,0.83618,87.8052,11.3888,58904,589,84.6012,0,25.7195,15.6953,20.9997,21.5617,0.169873,0.181458,0.024416,2.84187,2.81471,0.014542,0.033458
10,0.925641,88.189,11.3393,60909,779,85.0189,0.742958,25.218,15.7884,20.8919,21.7509,0.175249,0.179959,0.029625,2.80621,2.77754,0.01375,0.036667
11,1.01563,87.3833,11.4438,62386,733,83.9204,0,25.3154,15.4441,20.9058,21.6292,0.162833,0.181583,0.026875,3.07012,3.04171,0.014333,0.033625
12,1.10473,87.5188,11.4261,63664,717,84.2819,0,25.7129,15.4194,20.8296,21.7047,0.168709,0.179458,0.024,2.89654,2.86875,0.01525,0.033291
13,1.19407,87.4966,11.429,66858,813,84.4332,0,25.332,15.4023,21.2092,21.8562,0.183668,0.17925,0.019542,2.73783,2.7215,0.00775,0.024584
14,1.28292,87.3239,11.4516,71815,953,84.2311,0,25.4378,15.3343,21.351,21.4964,0.160204,0.182875,0.01725,2.77079,2.75367,0.01125,0.022292
15,1.37149,88.756,11.2668,76880,739,85.601,0,25.6258,15.8019,21.8586,21.6741,0.179962,0.178375,0.026667,2.78017,2.75154,0.014083,0.0395
16,1.46205,107.58,9.29538,82864,831,103.038,0,28.5851,17.8002,31.6643,24.215,0.244631,0.221417,0.036416,4.08988,4.04608,0.021959,0.047875
17,1.57269,143.937,6.94746,84174,881,139.014,0,37.1047,21.3271,53.7721,25.958,0.267456,0.233292,0.040875,4.33508,4.27758,0.032291,0.051667
18,1.72004,144.717,6.91005,98011,932,140.084,0,37.4074,21.7068,53.6863,26.4653,0.267925,0.225042,0.032833,4.11908,4.08029,0.018708,0.04725
19,1.8678,181.364,5.51378,246774,2519,175.715,0,40.0682,23.1927,74.6028,36.8463,0.257664,0.286333,0.051875,4.94775,4.90154,0.016542,0.059833
20,2.05304,279.646,3.57595,476189,4564,272.528,1.91925,59.7879,34.4178,108.645,65.8366,0.611417,0.537292,0.148083,5.75458,5.61617,0.06675,0.131875
21,2.33739,338.9,2.95072,907423,7751,332.48,0,66.5982,39.8869,149.368,74.0594,1.15133,0.522458,0.096459,5.25121,5.13733,0.050459,0.112166
22,2.67935,381.575,2.62072,1420456,11770,374.91,0,70.5333,42.0205,180.953,78.8652,1.10229,0.486709,0.140417,5.28021,5.15396,0.053333,0.104125
23,3.0641,317.987,3.14479,1647357,15367,311.208,0,64.5925,37.6609,133.122,73.3094,1.03804,0.558167,0.128042,5.42508,5.29521,0.063916,0.1035
24,3.3872,329.116,3.03844,1609256,15361,321.984,0,67.071,39.7485,135.131,77.2451,1.15171,0.634334,0.163625,5.79271,5.66233,0.053875,0.109834
25,3.72013,313.881,3.18592,1949942,19947,307.096,0,63.6221,38.2841,128.015,74.7226,1.06509,0.47925,0.091875,5.69212,5.53604,0.099625,0.118375
26,4.03903,320.467,3.12045,2117667,21370,313.977,0,64.3519,37.8059,135.036,74.1817,1.1745,0.554209,0.092375,5.32779,5.19646,0.068459,0.113875
27,4.36283,349.934,2.85768,1949552,19146,343.072,0,68.7382,40.1518,150.789,80.4624,1.172,0.699416,0.151292,5.45571,5.29842,0.089417,0.121958
28,4.71676,295.097,3.38871,1791292,17407,288.976,0,55.339,32.9725,134.559,64.2072,0.77071,0.266708,0.083417,4.95054,4.82929,0.076125,0.108417
29,5.01601,287.577,3.47733,1213402,12165,281.044,0,56.7651,35.2597,121.115,65.8154,0.841918,0.401291,0.087417,5.42438,5.33146,0.042792,0.10125
