frame_sequence,wall_time_seconds,frame_ms,fps,broad_collisions,narrow_collisions,physics_total,bvh_build,broad_refit,broad_enlarge_trajectory,broad_detect,narrow_phase,system_update,metal_commit,mesh_upload,render_total,scene_draw,debug_draw,imgui_draw
0,0.443968,92.823,10.7732,0,0,64.3403,2.18967,36.8335,24.169,0.009121,0.003501,0.424704,0.191291,0.151708,17.7835,16.6495,1.10996,1.18283
1,0.639739,78.568,12.7278,0,0,72.342,0,41.4187,29.9266,0.007659,0.003919,0.341588,0.240625,0.685084,4.90054,4.865,0.006334,0.112042
2,0.72515,73.5129,13.6031,0,0,68.7311,0,44.2595,23.5489,0.009288,0.004369,0.359796,0.228833,0.042542,4.278,4.24692,0.006667,0.06875
3,0.805637,79.5706,12.5675,0,0,74.5811,0,46.0795,27.0273,0.022249,0.011664,0.792289,0.198125,0.044958,4.40238,4.37004,0.005375,0.061584
4,0.889395,75.7135,13.2077,0,0,69.218,0,42.1345,26.105,0.010376,0.007957,0.41296,0.193792,0.040583,5.94196,5.9085,0.009334,0.099833
5,0.970507,72.794,13.7374,0,0,67.8665,0,40.8636,26.1078,0.007,0.004163,0.316666,0.232,0.037541,4.42454,4.39292,0.008125,0.0755
6,1.0489,74.9727,13.3382,0,0,70.383,0,44.0192,25.2238,0.010996,0.008,0.55029,0.221709,0.036583,4.11013,4.08038,0.005333,0.058167
7,1.12787,139.867,7.14966,37858,417,134.7,0,44.8192,23.8588,37.9984,26.9889,0.413703,0.235625,0.036625,4.69271,4.23621,0.434541,0.053875
8,1.27096,160.746,6.22099,55222,429,155.717,0,43.2028,23.348,56.7977,31.3336,0.410544,0.248333,0.043125,4.51654,4.45188,0.0365,0.057084
9,1.44276,150.125,6.66112,59617,584,146.381,0,39.5364,25.1604,50.4544,30.3197,0.348083,0.204208,0.035792,3.27462,3.23004,0.023084,0.048708
10,1.59786,142.113,7.03666,60660,779,137.822,0.978708,35.5132,23.1429,45.3854,31.7903,0.384792,0.233542,0.040834,3.80737,3.76104,0.020584,0.051459
11,1.74155,160.174,6.2432,60565,663,155.237,0,39.9828,24.0694,53.308,36.3311,0.511538,0.264542,0.046083,4.38125,4.31196,0.040833,0.064167
12,1.92052,167.49,5.97052,60217,645,162.789,0,43.1481,24.1825,57.0165,37.368,0.441336,0.238292,0.033708,4.24033,4.19171,0.028708,0.050458
13,2.09032,135.028,7.40585,64033,680,131.398,0,34.483,23.1888,43.3668,29.4838,0.314666,0.202583,0.038916,3.15192,3.10608,0.023625,0.046792
14,2.22636,106.759,9.36689,70463,714,103.127,0,27.5823,20.327,23.9201,30.4945,0.268454,0.189667,0.038583,3.12292,3.07279,0.025917,0.046167
15,2.33507,121.491,8.23107,75284,668,116.495,0,31.085,20.5308,34.8434,28.7993,0.422253,0.254958,0.037125,4.4635,4.41421,0.031,0.062542
16,2.45919,130.751,7.64811,78393,794,127.017,0,36.3125,20.0411,34.9507,34.8199,0.339293,0.190041,0.03525,3.20579,3.16863,0.018667,0.053333
17,2.59094,100.615,9.93887,88108,969,96.8762,0,26.9522,16.9942,24.8997,27.1814,0.306208,0.184625,0.03525,3.23154,3.19592,0.014666,0.043959
18,2.69352,97.703,10.2351,90976,1062,94.0101,0,25.5395,20.2188,22.5898,24.9136,0.242295,0.184292,0.035125,3.245,3.20463,0.017917,0.045209
19,2.79223,107.44,9.30753,233424,2253,104.049,0,29.1746,17.387,31.1626,25.534,0.276419,0.184167,0.031209,2.90837,2.87921,0.01075,0.036292
20,2.90164,119.888,8.34115,445651,4213,116.423,0.716084,29.6105,17.1536,40.1398,28.0512,0.227167,0.204,0.031917,3.03587,3.00196,0.016416,0.045125
21,3.02373,294.827,3.39182,901457,6913,287.573,0,47.418,32.1502,147.177,57.9909,1.29108,0.530959,0.181917,6.0545,5.86888,0.123583,0.116625
22,3.32342,337.435,2.96354,1391582,11667,331.601,0,55.3971,37.2476,183.379,52.2055,1.95616,0.31375,0.071292,4.78779,4.69412,0.056125,0.119
23,3.66746,277.73,3.60062,1719686,15614,270.844,0,50.8054,33.63,136.42,47.1275,1.45004,0.334209,0.1045,5.69758,5.53437,0.112333,0.126917
24,3.95427,280.585,3.56398,1809957,18272,274.489,0,53.9879,37.9336,132.585,46.9114,1.68587,0.359584,0.0955,5.02296,4.884,0.099625,0.123833
25,4.23988,276.879,3.61169,1936101,20878,270.705,0,52.7059,36.7903,129.492,48.6818,1.61091,0.356333,0.096625,5.03725,4.89092,0.099833,0.116583
26,4.52141,291.023,3.43616,1882829,19567,284.943,0,52.845,37.8215,144.944,46.4217,1.607,0.277667,0.081625,5.03996,4.91758,0.080291,0.110375
27,4.81734,292.018,3.42445,1894562,19207,284.437,0,48.2912,35.531,147.272,50.4747,1.51817,0.333792,0.092209,6.48867,6.33683,0.112417,0.119542
28,5.1141,275.56,3.62897,1623505,16895,270.507,0,50.9459,37.3022,132.312,45.212,1.42342,2.6335,0.057209,4.48467,4.42,0.0375,0.057917
29,5.39448,270.85,3.69208,1282315,13121,264.789,0,49.3703,36.5523,129.518,46.528,1.45113,0.275917,0.077709,5.01992,4.90029,0.081292,0.104042
