frame_sequence,wall_time_seconds,frame_ms,fps,broad_collisions,narrow_collisions,physics_total,bvh_build,broad_refit,broad_enlarge_trajectory,broad_detect,narrow_phase,system_update,metal_commit,mesh_upload,render_total,scene_draw,debug_draw,imgui_draw
0,0.318091,88.1878,11.3394,0,0,75.9461,2.55442,36.1052,36.4282,0.006543,0.002124,0.352371,0.180375,0.170291,9.00008,8.38229,0.59675,0.677375
1,0.476728,88.3614,11.3172,0,0,82.7887,0,40.3089,41.6178,0.003579,0.002379,0.271923,0.228542,0.271,4.80187,4.77238,0.003458,0.086709
2,0.569238,88.4716,11.3031,0,0,83.2476,0,42.0661,40.3561,0.002332,0.001458,0.222752,0.256083,0.044333,4.69542,4.66538,0.003417,0.055333
3,0.664438,88.9352,11.2441,0,0,82.272,0,44.134,37.1915,0.00471,0.003876,0.346831,0.228917,0.063584,6.09563,6.05992,0.008125,0.074875
4,0.75765,88.69,11.2752,0,0,83.5023,0,42.8622,39.7795,0.005829,0.003544,0.307497,0.224084,0.04075,4.67488,4.6455,0.005,0.080208
5,0.851156,90.2192,11.0841,0,0,84.8773,0,45.1185,38.8606,0.00346,0.002542,0.261214,0.254083,0.05925,4.70154,4.66971,0.00375,0.069458
6,0.949345,85.5616,11.6875,0,0,80.5228,0,40.2189,39.4995,0.004041,0.002002,0.253497,0.231542,0.036541,4.58896,4.56637,0.003416,0.058541
7,1.03887,163.947,6.09954,37858,417,157.758,0,44.5577,40.0387,39.0213,33.2075,0.240627,0.315542,0.054334,5.64371,5.07333,0.543834,0.061166
8,1.21158,189.017,5.29053,55222,429,185.351,0,48.1375,42.5323,46.4038,47.4355,0.263001,0.250833,0.036542,3.25421,3.21671,0.020833,0.038834
9,1.40554,116.563,8.57904,58944,578,113.23,0,29.1254,29.5889,26.2289,27.4616,0.268169,0.245167,0.029458,2.93863,2.90625,0.014959,0.037583
10,1.52418,105.188,9.5068,60324,745,101.849,0.942458,26.8055,27.2805,21.7084,24.465,0.172169,0.197,0.030208,2.95554,2.92888,0.009958,0.033041
11,1.6313,104.783,9.54356,61125,701,101.193,0,28.4752,27.2476,21.5131,23.284,0.179046,0.187958,0.034792,3.16604,3.13329,0.012709,0.045334
12,1.73802,117.183,8.53366,61864,669,113.98,0,31.0006,29.5015,25.9339,26.813,0.243667,0.189375,0.027959,2.83079,2.80275,0.012625,0.033917
13,1.8571,104.425,9.57627,66365,709,101.139,0,26.501,29.4473,22.0208,22.5339,0.168087,0.197375,0.032084,2.90617,2.88212,0.008708,0.031667
14,1.96336,105.161,9.50923,71958,816,101.889,0,28.1324,28.1423,22.3123,22.6605,0.166125,0.197417,0.027,2.91708,2.89554,0.008,0.030667
15,2.07034,103.811,9.63289,77312,796,100.461,0,26.6567,28.0159,22.2085,22.9519,0.167001,0.191541,0.027417,2.9915,2.96058,0.015209,0.032
16,2.17507,105.046,9.51968,81475,802,101.532,0,26.8215,27.1634,22.5418,24.3591,0.177297,0.179875,0.027375,3.10012,3.07708,0.007375,0.031
17,2.28244,106.224,9.41406,88291,979,103.053,0,26.6366,27.1423,25.0567,23.5694,0.168126,0.190417,0.02625,2.8365,2.81321,0.012291,0.033167
18,2.38963,106.04,9.43036,92894,808,102.766,0,28.9267,27.275,22.5967,23.2956,0.199084,0.191,0.026042,2.89258,2.87087,0.007958,0.030083
19,2.49757,111.843,8.94107,220709,2239,108.633,0,26.2341,27.4441,29.1813,25.145,0.167585,0.186625,0.026208,2.86313,2.84271,0.008417,0.029292
20,2.61128,117.958,8.47757,461481,4426,114.408,0.914208,26.5815,29.281,32.977,23.9963,0.178668,0.186333,0.027708,3.16071,3.13471,0.0105,0.037375
21,2.73384,174.955,5.71576,909803,7291,171.693,0,30.9585,34.3985,72.1236,33.4099,0.297038,0.199709,0.026458,2.89808,2.87425,0.008583,0.031417
22,2.90975,173.869,5.75147,1489193,12006,169.23,0,30.3428,32.8328,69.8848,35.1786,0.241668,0.318166,0.048792,4.03413,3.996,0.012959,0.043583
23,3.08498,143.856,6.9514,1576813,15155,140.625,0,29.4424,30.1008,49.8925,30.5084,0.17921,0.201209,0.026917,2.78367,2.75779,0.011042,0.035833
24,3.23082,132.255,7.56116,1774360,18884,129.006,0,27.5764,28.8969,43.2525,28.6363,0.171835,0.192,0.027292,2.89054,2.86479,0.010916,0.032209
25,3.36485,130.554,7.65968,2027236,20970,127.218,0,26.6583,27.2203,42.8737,29.8113,0.177169,0.198791,0.02725,2.9735,2.94862,0.01,0.032166
26,3.49729,130.54,7.66048,2074038,21156,127.171,0,26.7015,27.3226,42.9622,29.5358,0.171293,0.199542,0.028792,2.99771,2.96717,0.013917,0.037458
27,3.62967,179.475,5.57179,1894850,18928,173.998,0,29.6184,32.817,75.7755,34.5192,0.29571,0.296208,0.057583,4.61679,4.54967,0.034709,0.070125
28,3.81313,161.412,6.19533,1492931,15444,157.607,0,32.1261,35.3457,52.8799,36.4619,0.271001,0.197459,0.032917,3.34938,3.30646,0.023417,0.044167
29,3.97551,127.218,7.86053,1204584,12242,123.889,0,27.1042,27.804,39.6905,28.6285,0.173042,0.194583,0.0295,2.91342,2.88392,0.014875,0.035375
