frame_sequence,wall_time_seconds,frame_ms,fps,broad_collisions,narrow_collisions,physics_total,bvh_build,broad_refit,broad_enlarge_trajectory,broad_detect,narrow_phase,system_update,metal_commit,mesh_upload,render_total,scene_draw,debug_draw,imgui_draw
0,0.321645,87.2986,11.4549,0,0,75.3426,2.59946,36.6646,35.1505,0.008331,0.002702,0.419502,0.183583,0.129292,8.827,8.16592,0.640209,0.668209
1,0.482936,86.0802,11.6171,0,0,80.1288,0,38.5483,40.7005,0.006285,0.004042,0.304588,0.228791,0.304125,5.13121,5.09654,0.005167,0.093834
2,0.575533,85.4384,11.7043,0,0,80.8361,0,40.591,39.4342,0.005204,0.004086,0.283205,0.216375,0.035,4.17771,4.15483,0.002208,0.043333
3,0.66515,86.7963,11.5212,0,0,81.9662,0,42.4398,38.7477,0.002291,0.001332,0.229082,0.245667,0.033083,4.39325,4.36796,0.004208,0.051334
4,0.755625,87.5651,11.4201,0,0,82.7737,0,43.1363,38.8415,0.003461,0.002331,0.253333,0.236416,0.037667,4.27388,4.24763,0.003291,0.072583
5,0.846787,85.2043,11.7365,0,0,80.2427,0,42.2933,37.167,0.001994,0.001088,0.223086,0.249333,0.040791,4.48842,4.46267,0.003,0.048833
6,0.937086,88.8368,11.2566,0,0,83.578,0,40.4858,42.2461,0.002873,0.001667,0.229878,0.248709,0.039833,4.73308,4.70617,0.003583,0.068083
7,1.03232,170.109,5.87858,37830,416,163.496,0,41.7876,41.6749,42.9527,35.8843,0.288089,0.447125,0.058542,5.90129,5.13158,0.727167,0.072083
8,1.2061,242.946,4.11613,54886,444,238.286,0,59.8267,55.8578,60.6252,60.8922,0.360003,0.27875,0.046667,4.09858,4.04079,0.030917,0.061125
9,1.45719,141.416,7.07131,61607,592,137.927,0,36.0009,32.4657,32.7933,35.8316,0.316835,0.190042,0.031208,3.0645,3.02729,0.017916,0.040792
10,1.60406,173.593,5.76059,64851,804,168.91,1.45467,43.6095,40.834,40.1972,41.7644,0.296247,0.345542,0.055375,4.14525,4.10554,0.013292,0.041958
11,1.77985,142.195,7.03258,66644,763,136.846,0,34.6532,33.3513,33.4482,34.087,0.298954,0.467458,0.07025,4.54812,4.46442,0.044416,0.109042
12,1.92526,263.878,3.78963,68170,741,257.555,0,63.0208,58.809,63.8462,69.6643,0.965331,0.398959,0.078083,5.37092,5.30492,0.028958,0.072708
13,2.19356,133.784,7.47471,69801,944,130.336,0,33.412,33.3818,29.1115,33.7285,0.213379,0.199584,0.030333,3.02275,2.99167,0.013333,0.035875
14,2.32925,104.851,9.53734,74248,909,101.37,0,28.4052,27.1616,22.2702,22.9111,0.170126,0.182,0.029,3.10533,3.06921,0.019958,0.039208
15,2.43567,107.731,9.28234,79218,847,104.51,0,28.6819,28.459,23.4213,23.31,0.167085,0.192208,0.023584,2.79683,2.77071,0.012167,0.034125
16,2.54441,106.658,9.37573,83001,972,103.302,0,26.8339,30.1994,22.6167,22.9965,0.170083,0.193791,0.030459,2.92762,2.90321,0.00875,0.031
17,2.65211,105.336,9.49345,87669,1074,101.875,0,26.761,27.0262,22.7428,24.6863,0.18387,0.181708,0.03025,3.02967,2.99758,0.015,0.037708
18,2.75946,114.635,8.72338,99406,1076,110.598,0,27.4652,28.5883,25.5458,26.1012,0.247378,2.26954,0.038625,3.55292,3.51983,0.0115,0.03975
19,2.87641,123.434,8.10149,228789,2420,120.216,0,29.3731,29.0464,31.5256,29.5694,0.21971,0.195333,0.027541,2.85171,2.82762,0.01175,0.035333
20,3.0042,118.968,8.40563,489391,4953,113.896,0.930625,26.9458,27.5422,33.0017,24.8353,0.172996,0.193375,0.026916,4.719,4.69646,0.009458,0.031
21,3.12495,136.849,7.30733,952339,8061,133.479,0,28.8456,27.1902,49.9024,26.8733,0.190666,0.200166,0.032,3.01129,2.98733,0.009291,0.031834
22,3.26369,137.816,7.25604,1279125,10960,134.55,0,26.7225,27.1288,51.2735,28.7779,0.170254,0.200209,0.028875,2.90783,2.88133,0.01025,0.032209
23,3.40349,135.097,7.4021,1324251,13014,131.723,0,28.2305,26.9133,45.934,30.0153,0.167333,0.183458,0.026208,3.02413,3.00004,0.010916,0.030667
24,3.54041,136.521,7.32486,1649639,16915,133.262,0,29.1891,27.5889,48.0941,27.7428,0.168918,0.200417,0.026708,2.91325,2.8915,0.009625,0.03
25,3.67886,134.112,7.45645,2026712,21244,130.698,0,26.9447,27.7655,45.2804,30.0652,0.171001,0.191167,0.026167,3.06279,3.03675,0.01275,0.036292
26,3.81832,203.271,4.91953,2194896,21602,199.674,0,34.7892,37.0494,83.4095,43.627,0.284418,0.204375,0.029333,3.23779,3.21137,0.011375,0.034417
27,4.02352,136.146,7.34507,2090573,20391,132.869,0,26.8705,27.6241,47.7244,29.9689,0.202041,0.20275,0.026667,2.92137,2.89325,0.014167,0.037583
28,4.1606,130.25,7.67753,1530077,15430,126.884,0,27.1082,29.5641,42.0518,27.5029,0.16729,0.195541,0.032333,2.93017,2.89571,0.017375,0.03975
29,4.29183,133.075,7.51455,1156027,11145,129.849,0,27.207,27.4165,47.8279,26.7473,0.166123,0.189834,0.027125,2.83279,2.80475,0.015042,0.035792
