frame_sequence,wall_time_seconds,frame_ms,fps,broad_collisions,narrow_collisions,physics_total,bvh_build,broad_refit,broad_enlarge_trajectory,broad_detect,narrow_phase,system_update,metal_commit,mesh_upload,render_total,scene_draw,debug_draw,imgui_draw
0,0.320179,85.7235,11.6654,0,0,73.9912,2.53437,35.0973,35.5187,0.007703,0.002042,0.351084,0.17875,0.144875,8.66287,7.989,0.655375,0.68875
1,0.480863,66.6385,15.0063,0,0,62.2474,0,30.5507,30.9495,0.005538,0.002708,0.254455,0.196541,0.253292,3.66142,3.63163,0.004916,0.082292
2,0.552249,69.5362,14.381,0,0,65.8826,0,29.7185,35.4466,0.003377,0.001084,0.230081,0.19625,0.0355,3.23183,3.20854,0.002416,0.041958
3,0.624507,78.7175,12.7037,0,0,71.774,0,34.6368,36.3677,0.003372,0.001334,0.229456,0.2285,0.040041,6.46117,6.43917,0.003333,0.052291
4,0.704755,90.3711,11.0655,0,0,84.3223,0,43.4045,39.9348,0.003876,0.001666,0.261832,0.308042,0.058125,5.32796,5.29233,0.002625,0.078291
5,0.799159,119.413,8.3743,0,0,111.769,0,51.6409,58.8647,0.005668,0.002249,0.38125,0.348875,0.07025,6.86512,6.82471,0.00425,0.086333
6,0.923018,92.0838,10.8597,0,0,86.852,0,43.9064,42.0127,0.007541,0.003042,0.326335,0.228125,0.044,4.70638,4.67329,0.005834,0.051083
7,1.01798,159.137,6.28389,37858,417,153.587,0,40.2567,38.5403,41.4655,32.446,0.244708,0.251791,0.040084,4.99067,4.48425,0.481167,0.054084
8,1.18691,189.221,5.28482,55697,436,184.102,0,43.2476,40.6208,55.6526,43.719,0.242707,0.262583,0.037958,4.60729,4.564,0.020166,0.0495
9,1.38024,196.775,5.08196,58698,577,190.972,0,42.5828,42.7776,58.5068,45.9286,0.294962,0.437292,0.066042,5.09496,5.03212,0.023375,0.053667
10,1.58165,255.13,3.91957,60567,712,249.238,2.21837,65.1218,54.9583,62.8876,62.5558,0.351205,0.562041,0.068208,5.09462,5.03067,0.022833,0.075708
11,1.83987,256.567,3.89762,60562,663,250.155,0,60.4495,59.7602,61.8763,66.242,0.485714,0.541833,0.085,5.24133,5.15608,0.037792,0.102625
12,2.10129,277.455,3.60419,59890,641,270.453,0,74.6214,59.763,64.407,69.0181,1.09337,0.586916,0.167667,5.54296,5.3935,0.084709,0.206541
13,2.39529,213.44,4.68516,64346,697,207.293,0,48.811,43.4885,59.9806,53.7915,0.331958,0.305792,0.057291,5.2735,5.19204,0.029333,0.075125
14,2.61399,262.685,3.80684,69909,774,256.532,0,62.5416,60.4584,67.9013,64.1389,0.465917,0.361375,0.054084,5.30738,5.23013,0.039459,0.102583
15,2.8859,222.25,4.49944,75180,723,215.1,0,48.8367,50.4509,59.8337,53.7462,0.754912,0.461333,0.126458,5.64671,5.51912,0.058375,0.112083
16,3.11303,273.177,3.66062,80636,787,266.577,0,66.9474,59.4006,67.5728,70.4245,0.852417,0.517083,0.113417,5.29846,5.17771,0.056292,0.12175
17,3.39112,260.743,3.8352,87128,964,254.687,0,62.8999,55.1097,66.0141,69.1714,0.425497,0.40475,0.077958,5.10712,5.04242,0.021917,0.074541
18,3.65639,267.187,3.7427,91280,1156,260.857,0,62.6123,59.7727,68.2186,68.1871,0.729416,0.531917,0.075375,5.30788,5.23504,0.025167,0.0835
19,3.92814,318.506,3.13966,249932,2461,311.479,0,71.0339,64.1745,95.3015,76.2963,1.00116,2.62696,0.148708,5.74437,5.64013,0.035916,0.082459
20,4.2525,330.948,3.02162,450304,4187,324.759,2.40937,69.5771,61.3828,121.493,68.0675,0.596627,0.424875,0.081584,5.14875,5.06771,0.034667,0.0905
21,4.58795,420.113,2.38031,1014707,8130,412.995,0,76.563,67.3603,186.428,79.6669,1.22488,0.604,0.125833,5.66329,5.54579,0.058167,0.204625
22,5.01361,303.236,3.29776,1456501,12220,299.896,0,53.3007,53.6049,130.669,61.0235,0.664586,0.1915,0.029167,2.86875,2.84371,0.010917,0.036292
23,5.31897,134.844,7.41595,1633883,15303,128.652,0,26.7217,27.3311,43.5695,30.3143,0.183457,0.201042,0.037958,5.74525,5.71075,0.015625,0.041917
24,5.45646,323.336,3.09276,1939762,18485,316.676,0,62.1255,54.088,126.012,71.87,0.994422,0.576625,0.137125,5.34308,5.21825,0.05625,0.176334
25,5.78502,362.732,2.75686,2057411,20693,355.743,0,60.1829,58.5469,160.565,73.5911,1.17688,0.509666,0.151625,5.44292,5.29608,0.087958,0.160875
26,6.15297,397.882,2.51331,2119637,21202,391.503,0,77.9717,68.7082,160.68,81.5227,1.24858,0.449166,0.083542,5.26483,5.16783,0.048292,0.076583
27,6.555,373.942,2.67421,1905936,18456,366.866,0,70.2299,64.937,149.756,79.0988,1.19866,0.539125,0.136083,5.53437,5.384,0.082375,0.146417
28,6.93373,384.007,2.60412,1550690,15440,376.992,0,76.861,67.0137,148.08,82.0428,1.24646,0.588667,0.135334,5.49613,5.35446,0.078167,0.167125
29,7.32304,366.57,2.728,1341700,13384,359.891,0,68.081,58.0227,156.98,74.8693,0.695418,0.427667,0.09375,5.53092,5.40979,0.073167,0.104458
