frame_sequence,wall_time_seconds,frame_ms,fps,broad_collisions,narrow_collisions,physics_total,bvh_build,broad_refit,broad_enlarge_trajectory,broad_detect,narrow_phase,system_update,metal_commit,mesh_upload,render_total,scene_draw,debug_draw,imgui_draw
0,0.310844,68.4748,14.6039,0,0,56.7287,1.53567,27.9653,26.3609,0.00675,0.00254,0.345918,0.173834,0.123084,8.6335,7.99212,0.621541,0.6015
1,0.389221,55.429,18.0411,0,0,51.4959,0,25.0585,25.7272,0.003497,0.00158,0.256251,0.177709,0.210208,3.31537,3.29562,0.0025,0.074875
2,0.448493,54.7679,18.2589,0,0,51.6235,0,25.3344,25.6115,0.002084,0.001251,0.228122,0.181,0.027333,2.77192,2.75379,0.001875,0.034208
3,0.50537,54.0409,18.5045,0,0,50.9013,0,24.787,25.4337,0.002127,0.001251,0.238205,0.1805,0.025084,2.80779,2.79254,0.002084,0.03275
4,0.560998,54.2618,18.4292,0,0,51.0227,0,24.8153,25.5028,0.002289,0.000963,0.25571,0.180625,0.026125,2.82875,2.812,0.001792,0.045334
5,0.617086,54.1735,18.4592,0,0,50.966,0,24.6969,25.5713,0.002002,0.001039,0.243041,0.181417,0.027667,2.83854,2.81804,0.002208,0.035583
6,0.673036,54.1383,18.4712,0,0,50.8158,0,24.6314,25.4872,0.002374,0.001247,0.236544,0.180833,0.0265,2.96646,2.95179,0.002167,0.03525
7,0.728076,90.9605,10.9938,37858,417,87.3227,0,26.295,26.4283,17.0877,16.8044,0.212166,0.186,0.029416,3.20012,2.88125,0.302167,0.0385
8,0.82073,98.443,10.1582,55222,429,95.2067,0,25.469,26.1908,21.5118,21.4092,0.176082,0.178125,0.028792,2.86362,2.83242,0.014333,0.033334
9,0.921006,96.7461,10.3363,58904,589,93.5251,0,24.859,25.5709,21.0013,21.4627,0.177459,0.181833,0.027625,2.85729,2.82971,0.012209,0.03075
10,1.01957,98.1359,10.1899,60745,789,94.8492,0.917042,25.2976,25.642,20.7799,21.5883,0.173667,0.181125,0.028541,2.90154,2.87162,0.014,0.036833
11,1.11947,96.8652,10.3236,62885,779,93.4336,0,25.0712,25.5521,20.7666,21.4202,0.169375,0.179541,0.031875,3.0385,3.00442,0.014209,0.032417
12,1.21809,97.2947,10.2781,63934,717,94.0497,0,24.9391,25.4072,20.917,22.1347,0.182665,0.174375,0.033583,2.83708,2.80104,0.015375,0.034458
13,1.31721,97.0654,10.3023,66561,900,93.8435,0,24.8293,25.5702,21.2182,21.5664,0.190037,0.183083,0.031875,2.84687,2.82179,0.009791,0.031667
14,1.41603,98.1625,10.1872,71434,973,94.9498,0,25.119,25.7721,21.7044,21.7337,0.170755,0.178167,0.02275,2.87988,2.85688,0.012834,0.027834
15,1.51584,97.5641,10.2497,77418,730,94.3784,0,25.1829,25.6382,21.4863,21.4456,0.17146,0.182667,0.02425,2.80354,2.77763,0.013834,0.029375
16,1.61516,97.1929,10.2888,83970,845,93.9842,0,24.958,25.6312,21.2943,21.462,0.170294,0.196667,0.026791,2.84612,2.81904,0.011667,0.030708
17,1.71422,106.252,9.41163,86991,1220,102.088,0,26.4984,27.3922,24.2867,22.9573,0.243541,0.2005,0.047875,3.45867,3.40146,0.027291,0.059625
18,1.82275,167.899,5.95596,100236,1215,162.747,0,39.2002,42.2799,37.0929,42.5584,0.587588,0.331167,0.073542,4.28763,4.22992,0.017084,0.064417
19,1.99363,227.445,4.39667,220844,2251,223.694,0,52.6011,50.6773,64.0373,54.8538,0.70063,0.311834,0.047583,3.20946,3.17429,0.01,0.038792
20,2.22306,123.661,8.08659,450935,4479,120.499,1.22037,28.6402,28.8685,35.1095,25.9982,0.200083,0.181916,0.027083,2.79496,2.76887,0.0095,0.0315
21,2.34852,124.073,8.05979,947101,8317,120.722,0,25.2278,25.7985,44.5461,24.4707,0.191706,0.186041,0.0325,2.93533,2.89783,0.01775,0.0445
22,2.47444,131.805,7.58694,1448554,12188,128.591,0,25.2495,25.5055,52.1818,24.9928,0.200172,0.179917,0.030375,2.82183,2.79108,0.011125,0.033625
23,2.60812,125.385,7.97546,1738374,16219,121.874,0,25.3931,25.7801,43.5673,26.505,0.167336,0.180917,0.030208,3.10583,3.06629,0.022167,0.048417
24,2.7354,152.555,6.55503,1734029,17490,149.198,0,28.9497,29.4903,57.927,32.0219,0.250997,0.192375,0.032167,2.90888,2.87783,0.010959,0.037292
25,2.88987,130.151,7.68341,1956434,19838,126.923,0,26.2975,26.5816,46.5984,26.8099,0.170959,0.18475,0.028708,2.85029,2.822,0.011542,0.035917
26,3.02178,133.874,7.46969,2321621,22541,130.697,0,25.4847,25.5475,53.1047,25.9318,0.164829,0.183167,0.027833,2.81629,2.78979,0.011375,0.033333
27,3.15743,133.716,7.47854,2390242,23346,130.533,0,25.2104,25.7892,52.8632,26.037,0.17179,0.185458,0.027667,2.81846,2.78975,0.014167,0.032667
28,3.2929,124.525,8.03055,1727657,17615,121.314,0,25.4028,25.7629,43.4084,26.0714,0.196584,0.192958,0.027708,2.86146,2.83429,0.01375,0.031833
29,3.4192,124.764,8.01512,1150877,9813,121.585,0,25.3476,25.5422,45.0066,25.0567,0.172168,0.181167,0.027333,2.81975,2.78817,0.016792,0.036459
