frame_sequence,wall_time_seconds,frame_ms,fps,broad_collisions,narrow_collisions,physics_total,bvh_build,broad_refit,broad_enlarge_trajectory,broad_detect,narrow_phase,system_update,metal_commit,mesh_upload,render_total,scene_draw,debug_draw,imgui_draw
0,0.320487,86.75,11.5274,0,0,74.8565,2.41458,35.8531,35.7207,0.00671,0.002291,0.345453,0.178625,0.135375,8.71508,8.05204,0.643333,0.673709
1,0.481401,84.515,11.8322,0,0,79.2438,0,38.6996,39.73,0.004921,0.002662,0.279248,0.221833,0.2565,4.51833,4.48763,0.002958,0.087375
2,0.574123,80.5844,12.4094,0,0,75.9922,0,37.01,38.1323,0.005048,0.003629,0.291209,0.227292,0.03375,4.168,4.14683,0.003041,0.051416
3,0.658744,82.0311,12.1905,0,0,76.5065,0,38.0851,37.6617,0.003085,0.001377,0.235213,0.225583,0.034291,5.10554,5.08442,0.002792,0.046791
4,0.743422,81.5552,12.2616,0,0,76.9435,0,42.2503,33.9118,0.003541,0.001875,0.250376,0.231916,0.030125,4.16696,4.14871,0.00275,0.06025
5,0.827325,77.4265,12.9155,0,0,72.8235,0,36.6211,35.4095,0.003791,0.00179,0.251871,0.221458,0.037875,4.13475,4.11133,0.002083,0.043375
6,0.907375,86.9174,11.5052,0,0,82.0136,0,38.4827,42.6929,0.0025,0.001912,0.22954,0.23825,0.068042,4.31008,4.27458,0.0035,0.055292
7,0.999185,155.849,6.41646,37861,417,149.757,0,40.5611,36.6848,38.8779,32.6947,0.261249,0.234042,0.042708,5.31396,4.77637,0.508542,0.079208
8,1.16279,146.001,6.84925,55326,445,142.589,0,36.2974,33.4392,35.7437,36.3574,0.246918,0.195375,0.030583,2.98267,2.94454,0.020375,0.045417
9,1.31089,105.229,9.50305,58673,591,101.725,0,28.7071,26.5246,22.5518,23.276,0.193664,0.191416,0.030583,3.12113,3.08954,0.013292,0.033667
10,1.41801,104.063,9.60956,61010,781,100.706,0.908625,26.3318,26.5094,23.6244,22.6986,0.177833,0.184792,0.027125,2.99808,2.97392,0.009291,0.035833
11,1.52387,104.748,9.54673,62037,731,101.323,0,26.4826,27.0161,21.5222,25.6646,0.173459,0.194583,0.027667,3.04742,3.01642,0.014083,0.034042
12,1.63068,102.806,9.72704,63300,713,99.5255,0,26.5281,27.776,21.5733,22.9837,0.197457,0.196417,0.029,2.914,2.88646,0.012333,0.033417
13,1.73536,104.244,9.59289,67559,751,100.952,0,26.5539,28.8968,22.1116,22.7497,0.172746,0.19775,0.029958,2.92808,2.90075,0.013125,0.032416
14,1.84154,104.185,9.59828,71992,879,100.829,0,27.3972,26.6438,23.2873,22.8641,0.169996,0.196917,0.03,2.98192,2.95229,0.015042,0.037542
15,1.95252,131.413,7.60959,75894,725,126.138,0,30.6443,30.6353,31.6215,32.2746,0.247417,0.246208,0.041208,4.66629,4.61454,0.022917,0.0645
16,2.08755,200.505,4.98741,81443,836,196.954,0,49.9705,44.8553,50.0341,51.2495,0.29521,0.194792,0.029625,3.0585,3.03217,0.01,0.037708
17,2.28999,105.212,9.50463,84935,916,101.964,0,26.8069,26.7494,24.4371,23.3081,0.190666,0.195584,0.031375,2.86142,2.83346,0.009792,0.036125
18,2.39713,104.288,9.58882,94541,1069,101.04,0,28.5578,26.6387,21.8959,23.2943,0.187544,0.197708,0.027458,2.88971,2.86129,0.013833,0.037084
19,2.50326,109.329,9.14675,239544,2556,106.026,0,26.6239,29.6758,25.3289,23.7491,0.17192,0.196834,0.028792,2.92158,2.89642,0.00925,0.032708
20,2.61498,119.964,8.33585,498954,4880,116.698,1.03167,27.3022,26.6443,34.5686,26.501,0.177292,0.194334,0.027,2.90979,2.88704,0.008834,0.034292
21,2.73679,136.689,7.3159,973699,8235,133.408,0,27.1956,28.753,50.2645,26.5243,0.194624,0.195708,0.028959,2.91775,2.89321,0.010292,0.034375
22,2.87539,140.04,7.14083,1324991,12073,136.648,0,26.8402,29.2623,51.5097,28.357,0.180832,0.199541,0.036208,2.98596,2.95571,0.0115,0.036208
23,3.01753,139.128,7.18761,1656019,15184,135.753,0,31.0825,28.7389,45.335,29.9226,0.18825,0.195917,0.027667,3.00783,2.98183,0.009875,0.035
24,3.15852,135.333,7.38918,1679641,17277,131.926,0,26.9757,27.0322,46.5932,30.6918,0.165502,0.188166,0.029458,3.03854,3.01221,0.01025,0.032625
25,3.29589,136.767,7.31172,1903805,19656,133.392,0,26.9367,29.2059,47.2359,29.356,0.175041,0.199458,0.028584,3.00758,2.98188,0.010416,0.03475
26,3.43818,139.618,7.16241,2042386,20440,136.271,0,27.3544,29.3445,49.8167,29.0927,0.184005,0.197791,0.026292,2.98717,2.94612,0.027417,0.048083
27,3.57971,135.566,7.37648,1941997,18738,132.261,0,26.9806,29.0437,47.6307,27.9073,0.194581,0.202542,0.032125,2.90462,2.87075,0.019334,0.037625
28,3.71719,131.331,7.61437,1546927,15276,127.989,0,29.1645,26.5709,44.1667,27.436,0.173501,0.17725,0.029875,2.94271,2.90713,0.018042,0.0365
29,3.8505,129.9,7.69824,992751,10232,126.472,0,26.6018,26.6344,43.8598,28.6791,0.20371,0.198917,0.0315,3.03958,3.00404,0.016583,0.039667
