frame_sequence,wall_time_seconds,frame_ms,fps,broad_collisions,narrow_collisions,physics_total,bvh_build,broad_refit,broad_enlarge_trajectory,broad_detect,narrow_phase,system_update,metal_commit,mesh_upload,render_total,scene_draw,debug_draw,imgui_draw
0,0.327686,74.77,13.3743,0,0,62.7215,2.171,38.0501,21.5985,0.008172,0.003462,0.409999,0.180625,0.187667,8.78742,8.09729,0.670542,0.711291
1,0.46972,74.6409,13.3975,0,0,69.4037,0,42.7424,25.8308,0.004749,0.002789,0.279834,0.229166,0.240542,4.47367,4.44538,0.004833,0.091542
2,0.55575,71.9182,13.9047,0,0,67.0102,0,41.319,24.9005,0.002961,0.002208,0.236374,0.24475,0.037708,4.43558,4.40908,0.003791,0.051583
3,0.631657,73.4852,13.6082,0,0,69.193,0,44.9973,23.4082,0.001993,0.001043,0.249838,0.19775,0.037375,3.82292,3.8,0.003417,0.050583
4,0.708021,88.6936,11.2748,0,0,82.7008,0,53.0692,28.5528,0.018208,0.003583,0.337035,0.301791,0.067084,5.30267,5.26721,0.006375,0.104875
5,0.80111,77.2804,12.9399,0,0,72.0459,0,46.2775,24.9132,0.003581,0.002747,0.279336,0.245041,0.047667,4.67967,4.64196,0.007125,0.068667
6,0.881582,76.6886,13.0398,0,0,71.7074,0,43.1038,26.2363,0.005084,0.003502,0.360169,1.58679,0.037417,4.41342,4.39221,0.00425,0.06
7,0.961155,146.59,6.82173,37858,417,140.375,0,42.0998,26.5933,38.8415,31.738,0.227955,0.478334,0.044,5.55008,4.98879,0.532625,0.057458
8,1.11012,165.258,6.05113,55623,451,159.735,0,41.8046,25.574,49.3088,42.1213,0.24396,0.244708,0.049708,4.81204,4.76208,0.022292,0.052834
9,1.27941,171.829,5.81974,60830,607,167.138,0,42.9387,24.4383,54.9274,43.8177,0.264502,0.274041,0.045291,4.06629,4.02333,0.015917,0.052458
10,1.45473,129.385,7.72887,62390,779,125.917,1.29438,34.2612,22.6859,31.0374,35.834,0.256836,0.196,0.030875,2.99367,2.96508,0.009417,0.037875
11,1.59261,95.9189,10.4255,64990,839,92.6095,0,29.6229,16.5389,22.8458,22.9585,0.178165,0.190042,0.027208,2.91267,2.887,0.008125,0.032917
12,1.69052,94.8053,10.5479,68364,798,91.3898,0,26.317,16.2301,24.7232,23.4714,0.183088,0.194417,0.02925,3.03446,3.00375,0.013042,0.0365
13,1.78725,90.9641,10.9933,70938,808,87.5,0,25.5565,16.1988,21.9532,23.1236,0.210541,0.182625,0.02925,3.05746,3.02204,0.016792,0.039542
14,1.88017,96.7196,10.3392,76973,956,93.4113,0,26.36,16.1748,24.5044,25.713,0.190541,0.191375,0.031792,2.91392,2.88025,0.01425,0.036125
15,1.97873,95.2005,10.5041,82136,1003,92.0292,0,28.4437,15.8989,22.8197,24.2431,0.169834,0.187125,0.023792,2.82475,2.80458,0.008292,0.033834
16,2.07574,95.2379,10.5,92955,1247,92.0867,0,28.5414,15.9618,23.0468,23.8987,0.178833,0.1935,0.02275,2.81917,2.80213,0.007083,0.027292
17,2.17261,92.5343,10.8068,93331,1129,89.1527,0,26.4369,16.1886,23.2366,22.6633,0.165836,0.196417,0.026917,2.99238,2.96496,0.01275,0.036459
18,2.26609,118.61,8.43097,111188,1349,113.811,0,33.1837,20.114,30.0047,29.4014,0.273453,0.23275,0.049083,3.99304,3.94888,0.015042,0.058708
19,2.39174,247.993,4.03237,263857,2655,241.812,0,62.2675,36.7312,77.2887,63.8883,0.631625,0.38,0.064959,5.36492,5.30183,0.022292,0.078542
20,2.64415,298.072,3.35489,463965,4139,294.44,1.99742,62.0464,34.7356,127.48,66.543,0.602374,0.524666,0.042,3.10408,3.06775,0.012834,0.043916
21,2.94434,146.848,6.80977,873540,7387,143.57,0,33.597,19.451,53.6647,36.1691,0.196416,0.197625,0.030583,2.882,2.85113,0.014958,0.043708
22,3.09313,127.043,7.87134,1120765,9543,123.69,0,28.979,16.0589,51.5608,26.4345,0.184286,0.194583,0.028584,2.97683,2.95138,0.009334,0.035583
23,3.22209,113.96,8.77502,1073336,10751,110.463,0,26.7558,16.5653,38.5728,27.8619,0.186334,0.200208,0.034541,3.04642,3.01046,0.016417,0.049167
24,3.33835,130.62,7.65581,1410584,14713,127.135,0,31.3269,18.0112,43.2051,33.831,0.222956,0.204667,0.031542,3.06271,3.03321,0.012167,0.03675
25,3.47102,118.262,8.45582,1706902,18026,115.029,0,27.1897,16.0032,41.3925,29.786,0.171874,0.200167,0.027625,2.86313,2.83729,0.009667,0.031833
26,3.59124,122.743,8.14713,2164200,21797,119.48,0,27.004,16.7803,45.3735,29.6785,0.172787,0.193834,0.027834,2.91225,2.88867,0.00925,0.030875
27,3.71495,119.819,8.34594,1946644,19702,116.435,0,29.1982,16.6855,42.0513,27.818,0.190247,0.198541,0.025458,2.97367,2.94292,0.016875,0.037833
28,3.83574,114.8,8.71083,1310164,13619,111.498,0,28.938,16.3221,38.434,27.156,0.169791,0.185791,0.0255,2.90396,2.87321,0.01825,0.039875
29,3.95537,104.491,9.57017,729295,8228,101.086,0,27.3517,16.1205,31.7222,25.2318,0.169672,0.206542,0.025708,2.99275,2.96946,0.011708,0.032875
