frame_sequence,wall_time_seconds,frame_ms,fps,broad_collisions,narrow_collisions,physics_total,bvh_build,broad_refit,broad_enlarge_trajectory,broad_detect,narrow_phase,system_update,metal_commit,mesh_upload,render_total,scene_draw,debug_draw,imgui_draw
0,0.322568,78.0959,12.8048,0,0,66.1368,2.20729,40.8363,22.2633,0.007335,0.001999,0.343371,0.183958,0.203,8.65729,7.97758,0.659875,0.5725
1,0.4788,74.0888,13.4973,0,0,68.6124,0,44.335,23.4399,0.005212,0.002704,0.284795,0.233875,0.2725,4.63325,4.60421,0.00325,0.085458
2,0.56172,69.0365,14.4851,0,0,64.2164,0,41.1434,22.3234,0.002872,0.001376,0.204918,0.235791,0.035625,4.33667,4.31008,0.004042,0.061417
3,0.636445,74.1006,13.4952,0,0,68.636,0,42.7632,24.9429,0.003124,0.001293,0.284958,0.251625,0.047666,4.79579,4.76196,0.004416,0.057792
4,0.714152,76.8555,13.0114,0,0,71.4958,0,45.7428,24.8285,0.003166,0.001752,0.268165,0.24675,0.04275,4.64479,4.61583,0.002958,0.08975
5,0.796577,79.8559,12.5226,0,0,74.351,0,48.2988,25.1047,0.004076,0.001961,0.289795,0.25475,0.040459,4.946,4.91804,0.004708,0.063125
6,0.882329,75.7539,13.2006,0,0,70.3146,0,43.9848,25.4586,0.004292,0.002749,0.314543,0.233,0.048209,4.89246,4.85667,0.005542,0.0655
7,0.962987,143.182,6.98414,37858,417,137.575,0,41.7792,22.5285,40.4367,31.9914,0.23442,0.269917,0.036917,5.12188,4.64546,0.454584,0.057583
8,1.10989,171.134,5.84338,55218,429,166.068,0,41.3324,23.3689,53.6469,46.7571,0.268372,0.247166,0.046625,4.47283,4.42338,0.024292,0.057958
9,1.2844,169.377,5.904,59251,591,164.446,0,43.2487,22.1679,52.9962,45.0906,0.298623,0.266291,0.036167,4.43321,4.39471,0.016,0.044375
10,1.45768,174.005,5.74696,60941,755,169.556,1.80279,41.2773,23.2105,59.2725,43.0855,0.232086,0.267291,0.039459,3.83371,3.79338,0.015917,0.0515
11,1.63492,139.352,7.17606,61937,736,136.021,0,37.7246,21.6407,39.703,36.2174,0.237958,0.199542,0.027125,2.95475,2.92375,0.015667,0.035625
12,1.78055,111.217,8.99146,62092,670,106.132,0,32.099,18.4001,26.5295,28.2332,0.232578,0.239583,0.040542,4.51183,4.46146,0.025125,0.057084
13,1.89584,166.079,6.02123,65731,701,162.463,0,46.6018,26.3023,43.2587,45.4123,0.269287,0.254291,0.039667,3.13687,3.09725,0.020584,0.0465
14,2.06409,130.387,7.66948,72054,819,127.018,0,38.7908,21.8882,31.3285,34.2742,0.256251,0.184333,0.030166,2.98254,2.95292,0.01275,0.035417
15,2.19635,94.1189,10.6249,77153,777,90.7285,0,26.2735,15.999,22.32,25.4803,0.190588,0.193458,0.02875,3.00967,2.98088,0.01275,0.037167
16,2.29237,97.0406,10.305,83878,889,93.6948,0,29.1103,16.0581,22.3991,25.4855,0.168253,0.199333,0.032,2.97896,2.94858,0.015833,0.0395
17,2.39123,92.1295,10.8543,87805,942,88.975,0,27.0448,16.0331,22.5344,22.7386,0.162957,0.197667,0.0195,2.83354,2.81792,0.00675,0.02825
18,2.48481,94.5918,10.5717,94683,864,91.3043,0,28.8768,16.3175,22.3558,23.1063,0.172874,0.198208,0.025917,2.90517,2.87642,0.014958,0.035084
19,2.58133,100.062,9.99381,248492,2620,96.6135,0,27.2644,16.0545,27.7561,24.8968,0.184127,0.186625,0.028125,3.07179,3.04079,0.015125,0.047459
20,2.68326,111.319,8.98317,468106,4748,108.054,0.731916,26.8316,16.3118,38.5664,24.9608,0.178546,0.194375,0.029458,2.89892,2.87371,0.009416,0.033167
21,2.79649,150.792,6.63166,936181,8274,147.33,0,29.619,18.5913,63.0151,35.1296,0.229669,0.410875,0.0385,3.02275,2.99108,0.013667,0.044292
22,2.94934,124.134,8.05583,1352308,11487,120.865,0,27.1675,16.803,47.0857,29.1434,0.187175,0.200709,0.031334,2.90154,2.874,0.011708,0.036666
23,3.0753,118.102,8.46725,1696775,15663,114.645,0,29.6372,16.039,40.4885,27.848,0.169998,0.186416,0.027834,3.0875,3.05679,0.014917,0.041584
24,3.19522,121.261,8.24667,1743001,17456,117.712,0,29.2755,16.2356,43.8275,27.7124,0.176543,0.201375,0.028916,3.17533,3.14283,0.015167,0.036666
25,3.31828,125.397,7.97467,1997736,20375,122.096,0,27.8139,16.3212,45.8129,31.4945,0.170958,0.199709,0.026833,2.93808,2.91292,0.010917,0.036542
26,3.44609,124.279,8.04644,2026910,21270,121.023,0,30.6462,16.3116,45.3583,28.0569,0.171166,0.200958,0.026292,2.90629,2.87796,0.0145,0.035083
27,3.57126,117.12,8.53824,1945309,19606,113.78,0,27.7972,16.9691,40.4464,27.8946,0.180372,0.19775,0.030417,2.93012,2.90021,0.01525,0.034834
28,3.69545,122.601,8.15652,1492628,15367,119.341,0,28.9346,17.0195,43.0937,29.62,0.190081,0.201959,0.027417,2.91412,2.88383,0.016084,0.035125
29,3.81905,130.908,7.63896,1139540,11924,127.578,0,31.2962,18.4839,43.6437,33.4342,0.211416,0.198834,0.0275,2.91725,2.88967,0.013,0.035833
